Store,Date,Sales
563,2015-06-16,5396
563,2015-06-17,5211
563,2015-06-18,4719
563,2015-06-19,3804
563,2015-06-20,4000
563,2015-06-22,3248
563,2015-06-23,3876
563,2015-06-24,4298
563,2015-06-25,3806
563,2015-06-26,3756
563,2015-06-27,4471
563,2015-06-29,6576
563,2015-06-30,7772
563,2015-07-01,5207
563,2015-07-02,4183
563,2015-07-03,4359
563,2015-07-04,3776
563,2015-07-06,4304
563,2015-07-07,3574
563,2015-07-08,3582
563,2015-07-09,3997
563,2015-07-10,3940
563,2015-07-11,4345
563,2015-07-13,4851
563,2015-07-14,5391
563,2015-07-15,5229
563,2015-07-16,5101
563,2015-07-17,3309
563,2015-07-18,3838
563,2015-07-20,3979
563,2015-07-21,3720
563,2015-07-22,3263
563,2015-07-23,4086
563,2015-07-24,3353
563,2015-07-25,2232
563,2015-07-27,4988
563,2015-07-28,4771
563,2015-07-29,4267
563,2015-07-30,4898
563,2015-07-31,5754
564,2015-05-21,6638
564,2015-05-22,5548
564,2015-05-23,5637
564,2015-05-26,5759
564,2015-05-27,4602
564,2015-05-28,5255
564,2015-05-29,6386
564,2015-05-30,6398
564,2015-06-01,8649
564,2015-06-02,6923
564,2015-06-03,7897
564,2015-06-05,7881
564,2015-06-06,6047
564,2015-06-08,5303
564,2015-06-09,5124
564,2015-06-10,5679
564,2015-06-11,5321
564,2015-06-12,5488
564,2015-06-13,6128
564,2015-06-15,8606
564,2015-06-16,6736
564,2015-06-17,7058
564,2015-06-18,6921
564,2015-06-19,6722
564,2015-06-20,5322
564,2015-06-22,4401
564,2015-06-23,5298
564,2015-06-24,5071
564,2015-06-25,5014
564,2015-06-26,5503
564,2015-06-27,6170
564,2015-06-29,9047
564,2015-06-30,8467
564,2015-07-01,6686
564,2015-07-02,6949
564,2015-07-03,6733
564,2015-07-04,6034
564,2015-07-06,5225
564,2015-07-07,5021
564,2015-07-08,5009
564,2015-07-09,6124
564,2015-07-10,5464
564,2015-07-11,5174
564,2015-07-13,7993
564,2015-07-14,6800
564,2015-07-15,5956
564,2015-07-16,5866
564,2015-07-17,6019
564,2015-07-18,6718
564,2015-07-20,5292
564,2015-07-21,4592
564,2015-07-22,4736
564,2015-07-23,4488
564,2015-07-24,5068
564,2015-07-25,5167
564,2015-07-27,7283
564,2015-07-28,5964
564,2015-07-29,6114
564,2015-07-30,6413
564,2015-07-31,5924
565,2015-05-21,7476
565,2015-05-22,7376
565,2015-05-23,5407
565,2015-05-26,6854
565,2015-05-27,5612
565,2015-05-28,6152
565,2015-05-29,7796
565,2015-05-30,5970
565,2015-06-01,11229
565,2015-06-02,9780
565,2015-06-03,9706
565,2015-06-05,9224
565,2015-06-06,5676
565,2015-06-08,6537
565,2015-06-09,5759
565,2015-06-10,5851
565,2015-06-11,5435
565,2015-06-12,5166
565,2015-06-13,5745
565,2015-06-15,10986
565,2015-06-16,8308
565,2015-06-17,8159
565,2015-06-18,6872
565,2015-06-19,7170
565,2015-06-20,4850
565,2015-06-22,5121
565,2015-06-23,5445
565,2015-06-24,5642
565,2015-06-25,5292
565,2015-06-26,5479
565,2015-06-27,5154
565,2015-06-29,10448
565,2015-06-30,10006
565,2015-07-01,8543
565,2015-07-02,7517
565,2015-07-03,6853
565,2015-07-04,4841
565,2015-07-06,6253
565,2015-07-07,5528
565,2015-07-08,5714
565,2015-07-09,5375
565,2015-07-10,5852
565,2015-07-11,4582
565,2015-07-13,8562
565,2015-07-14,7977
565,2015-07-15,7687
565,2015-07-16,6861
565,2015-07-17,5994
565,2015-07-18,4777
565,2015-07-20,6306
565,2015-07-21,4883
565,2015-07-22,5605
565,2015-07-23,5023
565,2015-07-24,5470
565,2015-07-25,4367
565,2015-07-27,9035
565,2015-07-28,7924
565,2015-07-29,7361
565,2015-07-30,6938
565,2015-07-31,8283
566,2015-05-22,6707
566,2015-05-23,4184
566,2015-05-26,5233
566,2015-05-27,4750
566,2015-05-28,4984
566,2015-05-29,6441
566,2015-05-30,4441
566,2015-06-01,8360
566,2015-06-02,6855
566,2015-06-03,6682
566,2015-06-04,6346
566,2015-06-05,6543
566,2015-06-06,4494
566,2015-06-08,5099
566,2015-06-09,4368
566,2015-06-10,4244
566,2015-06-11,4525
566,2015-06-12,4404
566,2015-06-13,4056
566,2015-06-15,7529
566,2015-06-16,7362
566,2015-06-17,5380
566,2015-06-18,6102
566,2015-06-19,6280
566,2015-06-20,4124
566,2015-06-22,4364
566,2015-06-23,4116
566,2015-06-24,4286
566,2015-06-25,4944
566,2015-06-26,5040
566,2015-06-27,4282
566,2015-06-29,8501
566,2015-06-30,9915
566,2015-07-01,6568
566,2015-07-02,5900
566,2015-07-03,6007
566,2015-07-04,3323
566,2015-07-06,5268
566,2015-07-07,5076
566,2015-07-08,4624
566,2015-07-09,4739
566,2015-07-10,5401
566,2015-07-11,4138
566,2015-07-13,7869
566,2015-07-14,6639
566,2015-07-15,6498
566,2015-07-16,6543
566,2015-07-17,5661
566,2015-07-18,3799
566,2015-07-20,4950
566,2015-07-21,4512
566,2015-07-22,4304
566,2015-07-23,4170
566,2015-07-24,4910
566,2015-07-25,3278
566,2015-07-27,6563
566,2015-07-28,5592
566,2015-07-29,5330
566,2015-07-30,5741
566,2015-07-31,7202
567,2015-05-21,5082
567,2015-05-22,4782
567,2015-05-23,3434
567,2015-05-26,4582
567,2015-05-27,4056
567,2015-05-28,4837
567,2015-05-29,6725
567,2015-05-30,4403
567,2015-06-01,8678
567,2015-06-02,6794
567,2015-06-03,6821
567,2015-06-05,6169
567,2015-06-06,3304
567,2015-06-08,4717
567,2015-06-09,4748
567,2015-06-10,4635
567,2015-06-11,4233
567,2015-06-12,4535
567,2015-06-13,3296
567,2015-06-15,7770
567,2015-06-16,6428
567,2015-06-17,5971
567,2015-06-18,5548
567,2015-06-19,5509
567,2015-06-20,3314
567,2015-06-22,4614
567,2015-06-23,4286
567,2015-06-24,4376
567,2015-06-25,3308
567,2015-06-26,3946
567,2015-06-27,2856
567,2015-06-29,7223
567,2015-06-30,7790
567,2015-07-01,6302
567,2015-07-02,5830
567,2015-07-03,5618
567,2015-07-04,2664
567,2015-07-06,5245
567,2015-07-07,3872
567,2015-07-08,4589
567,2015-07-09,4066
567,2015-07-10,4214
567,2015-07-11,2866
567,2015-07-13,6769
567,2015-07-14,6059
567,2015-07-15,5807
567,2015-07-16,6129
567,2015-07-17,4343
567,2015-07-18,3446
567,2015-07-20,4932
567,2015-07-21,3911
567,2015-07-22,4405
567,2015-07-23,3857
567,2015-07-24,3897
567,2015-07-25,2631
567,2015-07-27,7185
567,2015-07-28,5338
567,2015-07-29,5772
567,2015-07-30,5983
567,2015-07-31,8601
568,2015-05-21,4757
568,2015-05-22,6436
568,2015-05-23,6368
568,2015-05-26,5261
568,2015-05-27,3829
568,2015-05-28,4390
568,2015-05-29,5597
568,2015-05-30,7043
568,2015-06-01,7522
568,2015-06-02,6252
568,2015-06-03,7337
568,2015-06-05,6608
568,2015-06-06,5281
568,2015-06-08,4868
568,2015-06-09,4310
568,2015-06-10,3705
568,2015-06-11,3930
568,2015-06-12,4338
568,2015-06-13,5934
568,2015-06-15,7070
568,2015-06-16,5965
568,2015-06-17,5410
568,2015-06-18,5027
568,2015-06-19,6375
568,2015-06-20,6052
568,2015-06-22,3921
568,2015-06-23,4257
568,2015-06-24,3751
568,2015-06-25,3833
568,2015-06-26,4713
568,2015-06-27,6205
568,2015-06-29,6911
568,2015-06-30,7723
568,2015-07-01,5804
568,2015-07-02,4542
568,2015-07-03,5713
568,2015-07-04,5750
568,2015-07-06,4872
568,2015-07-07,4044
568,2015-07-08,4343
568,2015-07-09,4665
568,2015-07-10,5000
568,2015-07-11,5829
568,2015-07-13,6458
568,2015-07-14,5008
568,2015-07-15,5098
568,2015-07-16,5181
568,2015-07-17,6048
568,2015-07-18,5738
568,2015-07-20,5106
568,2015-07-21,4479
568,2015-07-22,4165
568,2015-07-23,4438
568,2015-07-24,4878
568,2015-07-25,6205
568,2015-07-27,7297
568,2015-07-28,5677
568,2015-07-29,5603
568,2015-07-30,6137
568,2015-07-31,6660
569,2015-05-22,4951
569,2015-05-23,3127
569,2015-05-26,5621
569,2015-05-27,4791
569,2015-05-28,4778
569,2015-05-29,4553
569,2015-05-30,4149
569,2015-06-01,6136
569,2015-06-02,5591
569,2015-06-03,5570
569,2015-06-04,4883
569,2015-06-05,4993
569,2015-06-06,3158
569,2015-06-08,4717
569,2015-06-09,5014
569,2015-06-10,4013
569,2015-06-11,4137
569,2015-06-12,4044
569,2015-06-13,3091
569,2015-06-15,6038
569,2015-06-16,5454
569,2015-06-17,4938
569,2015-06-18,4740
569,2015-06-19,4719
569,2015-06-20,3572
569,2015-06-22,4519
569,2015-06-23,4584
569,2015-06-24,4170
569,2015-06-25,4148
569,2015-06-26,4039
569,2015-06-27,3235
569,2015-06-29,5980
569,2015-06-30,5746
569,2015-07-01,5443
569,2015-07-02,5371
569,2015-07-03,4956
569,2015-07-04,3321
569,2015-07-06,5324
569,2015-07-07,4425
569,2015-07-08,4241
569,2015-07-09,4646
569,2015-07-10,4579
569,2015-07-11,3284
569,2015-07-13,5254
569,2015-07-14,4533
569,2015-07-15,4921
569,2015-07-16,5050
569,2015-07-17,4521
569,2015-07-18,3039
569,2015-07-20,5019
569,2015-07-21,4322
569,2015-07-22,3698
569,2015-07-23,4149
569,2015-07-24,4448
569,2015-07-25,2971
569,2015-07-27,5197
569,2015-07-28,4484
569,2015-07-29,4708
569,2015-07-30,4304
569,2015-07-31,4680
570,2015-05-21,4642
570,2015-05-22,4014
570,2015-05-23,3042
570,2015-05-26,3803
570,2015-05-27,3636
570,2015-05-28,4238
570,2015-05-29,5102
570,2015-05-30,3779
570,2015-06-01,7231
570,2015-06-02,5492
570,2015-06-03,5818
570,2015-06-05,5484
570,2015-06-06,3100
570,2015-06-08,3491
570,2015-06-09,3916
570,2015-06-10,3364
570,2015-06-11,3737
570,2015-06-12,3369
570,2015-06-13,2632
570,2015-06-15,6447
570,2015-06-16,5265
570,2015-06-17,4947
570,2015-06-18,4472
570,2015-06-19,4056
570,2015-06-20,2803
570,2015-06-22,3458
570,2015-06-23,3257
570,2015-06-24,3904
570,2015-06-25,3291
570,2015-06-26,3392
570,2015-06-27,2875
570,2015-06-29,6537
570,2015-06-30,6631
570,2015-07-01,5782
570,2015-07-02,4437
570,2015-07-03,3867
570,2015-07-04,2544
570,2015-07-06,3684
570,2015-07-07,3249
570,2015-07-08,3531
570,2015-07-09,3902
570,2015-07-10,3287
570,2015-07-11,2374
570,2015-07-13,5530
570,2015-07-14,4694
570,2015-07-15,5056
570,2015-07-16,4331
570,2015-07-17,3817
570,2015-07-18,2670
570,2015-07-20,3411
570,2015-07-21,3565
570,2015-07-22,3330
570,2015-07-23,3338
570,2015-07-24,2826
570,2015-07-25,1849
570,2015-07-27,5130
570,2015-07-28,4705
570,2015-07-29,4175
570,2015-07-30,3908
570,2015-07-31,6102
571,2015-05-21,8847
571,2015-05-22,10730
571,2015-05-23,11536
571,2015-05-26,8436
571,2015-05-27,6777
571,2015-05-28,6096
571,2015-05-29,8125
571,2015-05-30,9937
571,2015-06-01,11045
571,2015-06-02,9469
571,2015-06-03,8896
571,2015-06-05,10522
571,2015-06-06,8941
571,2015-06-08,7759
571,2015-06-09,6852
571,2015-06-10,6307
571,2015-06-11,6412
571,2015-06-12,7551
571,2015-06-13,10785
571,2015-06-15,10935
571,2015-06-16,9109
571,2015-06-17,8036
571,2015-06-18,8502
571,2015-06-19,9430
571,2015-06-20,10146
571,2015-06-22,7024
571,2015-06-23,6614
571,2015-06-24,5667
571,2015-06-25,6199
571,2015-06-26,7296
571,2015-06-27,10911
571,2015-06-29,12874
571,2015-06-30,11964
571,2015-07-01,7412
571,2015-07-02,8244
571,2015-07-03,9065
571,2015-07-04,8647
571,2015-07-06,6840
571,2015-07-07,4774
571,2015-07-08,6819
571,2015-07-09,7187
571,2015-07-10,7150
571,2015-07-11,9284
571,2015-07-13,10945
571,2015-07-14,8133
571,2015-07-15,7453
571,2015-07-16,7721
571,2015-07-17,8552
571,2015-07-18,9616
571,2015-07-20,8243
571,2015-07-21,6580
571,2015-07-22,5513
571,2015-07-23,8254
571,2015-07-24,7812
571,2015-07-25,11096
571,2015-07-27,10543
571,2015-07-28,9414
571,2015-07-29,7997
571,2015-07-30,8559
571,2015-07-31,10677
572,2015-05-21,7245
572,2015-05-22,7414
572,2015-05-23,6366
572,2015-05-26,6474
572,2015-05-27,5691
572,2015-05-28,5940
572,2015-05-29,7582
572,2015-05-30,6547
572,2015-06-01,11392
572,2015-06-02,8286
572,2015-06-03,10027
572,2015-06-05,8808
572,2015-06-06,6386
572,2015-06-08,6482
572,2015-06-09,5956
572,2015-06-10,6197
572,2015-06-11,5433
572,2015-06-12,5807
572,2015-06-13,6595
572,2015-06-15,9912
572,2015-06-16,8611
572,2015-06-17,7795
572,2015-06-18,8340
572,2015-06-19,8422
572,2015-06-20,5732
572,2015-06-22,5327
572,2015-06-23,5823
572,2015-06-24,6046
572,2015-06-25,5551
572,2015-06-26,6743
572,2015-06-27,6140
572,2015-06-29,12171
572,2015-06-30,11978
572,2015-07-01,6600
572,2015-07-02,7276
572,2015-07-03,6557
572,2015-07-04,4930
572,2015-07-06,6932
572,2015-07-07,5299
572,2015-07-08,5813
572,2015-07-09,6280
572,2015-07-10,6804
572,2015-07-11,5828
572,2015-07-13,9400
572,2015-07-14,8257
572,2015-07-15,7444
572,2015-07-16,7687
572,2015-07-17,6425
572,2015-07-18,5278
572,2015-07-20,5738
572,2015-07-21,5307
572,2015-07-22,5047
572,2015-07-23,5209
572,2015-07-24,5967
572,2015-07-25,4950
572,2015-07-27,9474
572,2015-07-28,7117
572,2015-07-29,7356
572,2015-07-30,7766
572,2015-07-31,8531
573,2015-05-21,4467
573,2015-05-22,4931
573,2015-05-23,2641
573,2015-05-26,3873
573,2015-05-27,3339
573,2015-05-28,3553
573,2015-05-29,3332
573,2015-05-30,2450
573,2015-06-01,5679
573,2015-06-02,5496
573,2015-06-03,5117
573,2015-06-05,5593
573,2015-06-06,2527
573,2015-06-08,3584
573,2015-06-09,3159
573,2015-06-10,3126
573,2015-06-11,3248
573,2015-06-12,2852
573,2015-06-13,2667
573,2015-06-15,4994
573,2015-06-16,6179
573,2015-06-17,4973
573,2015-06-18,3813
573,2015-06-19,5445
573,2015-06-20,2474
573,2015-06-22,3443
573,2015-06-23,2991
573,2015-06-24,3067
573,2015-06-25,3222
573,2015-06-26,3534
573,2015-06-27,2758
573,2015-06-29,7063
573,2015-06-30,6834
573,2015-07-01,3964
573,2015-07-02,4309
573,2015-07-03,4574
573,2015-07-04,2629
573,2015-07-06,3385
573,2015-07-07,3021
573,2015-07-08,3452
573,2015-07-09,2920
573,2015-07-10,3420
573,2015-07-11,2101
573,2015-07-13,5755
573,2015-07-14,5626
573,2015-07-15,4559
573,2015-07-16,4093
573,2015-07-17,4185
573,2015-07-18,3107
573,2015-07-20,3084
573,2015-07-21,3251
573,2015-07-22,2920
573,2015-07-23,2999
573,2015-07-24,3355
573,2015-07-25,2712
573,2015-07-27,5697
573,2015-07-28,5441
573,2015-07-29,4407
573,2015-07-30,4298
573,2015-07-31,4806
574,2015-05-21,9357
574,2015-05-22,10666
574,2015-05-23,9920
574,2015-05-26,9130
574,2015-05-27,7604
574,2015-05-28,7269
574,2015-05-29,8356
574,2015-05-30,9498
574,2015-06-01,11159
574,2015-06-02,11476
574,2015-06-03,12197
574,2015-06-05,12393
574,2015-06-06,8277
574,2015-06-08,9000
574,2015-06-09,7526
574,2015-06-10,7942
574,2015-06-11,7112
574,2015-06-12,7683
574,2015-06-13,8984
574,2015-06-15,14427
574,2015-06-16,10940
574,2015-06-17,10151
574,2015-06-18,9320
574,2015-06-19,11417
574,2015-06-20,8405
574,2015-06-22,7341
574,2015-06-23,6274
574,2015-06-24,7132
574,2015-06-25,6605
574,2015-06-26,7532
574,2015-06-27,8857
574,2015-06-29,15135
574,2015-06-30,11616
574,2015-07-01,10593
574,2015-07-02,9761
574,2015-07-03,11040
574,2015-07-04,8075
574,2015-07-06,7855
574,2015-07-07,6980
574,2015-07-08,8977
574,2015-07-09,7388
574,2015-07-10,8547
574,2015-07-11,7676
574,2015-07-13,13084
574,2015-07-14,11559
574,2015-07-15,11201
574,2015-07-16,9902
574,2015-07-17,10014
574,2015-07-18,8054
574,2015-07-20,8022
574,2015-07-21,7044
574,2015-07-22,7605
574,2015-07-23,7883
574,2015-07-24,8886
574,2015-07-25,8279
574,2015-07-27,14655
574,2015-07-28,11684
574,2015-07-29,10831
574,2015-07-30,11157
574,2015-07-31,11592
575,2015-05-21,6925
575,2015-05-22,6850
575,2015-05-23,2714
575,2015-05-26,4988
575,2015-05-27,4692
575,2015-05-28,4648
575,2015-05-29,4931
575,2015-05-30,2414
575,2015-06-01,10394
575,2015-06-02,8221
575,2015-06-03,7409
575,2015-06-05,8193
575,2015-06-06,2607
575,2015-06-08,3925
575,2015-06-09,5175
575,2015-06-10,3998
575,2015-06-11,4195
575,2015-06-12,4503
575,2015-06-13,2597
575,2015-06-15,11492
575,2015-06-16,8715
575,2015-06-17,7179
575,2015-06-18,5732
575,2015-06-19,6481
575,2015-06-20,2270
575,2015-06-22,4040
575,2015-06-23,3800
575,2015-06-24,4157
575,2015-06-25,3995
575,2015-06-26,4089
575,2015-06-27,2355
575,2015-06-29,12237
575,2015-06-30,12174
575,2015-07-01,4340
575,2015-07-02,4343
575,2015-07-03,4258
575,2015-07-04,2114
575,2015-07-06,3462
575,2015-07-07,2716
575,2015-07-08,3721
575,2015-07-09,3960
575,2015-07-10,4408
575,2015-07-11,2229
575,2015-07-13,8792
575,2015-07-14,7608
575,2015-07-15,6679
575,2015-07-16,5872
575,2015-07-17,6417
575,2015-07-18,2477
575,2015-07-20,4490
575,2015-07-21,3903
575,2015-07-22,3464
575,2015-07-23,4497
575,2015-07-24,4318
575,2015-07-25,2195
575,2015-07-27,9597
575,2015-07-28,7943
575,2015-07-29,6614
575,2015-07-30,7689
575,2015-07-31,7826
576,2015-05-22,7277
576,2015-05-23,6298
576,2015-05-26,5811
576,2015-05-27,5085
576,2015-05-28,5674
576,2015-05-29,6905
576,2015-05-30,7824
576,2015-06-01,10216
576,2015-06-02,9092
576,2015-06-03,8395
576,2015-06-04,7576
576,2015-06-05,7636
576,2015-06-06,5290
576,2015-06-08,5732
576,2015-06-09,5165
576,2015-06-10,5593
576,2015-06-11,5020
576,2015-06-12,4746
576,2015-06-13,5539
576,2015-06-15,10717
576,2015-06-16,8261
576,2015-06-17,7926
576,2015-06-18,6844
576,2015-06-19,7792
576,2015-06-20,6458
576,2015-06-22,5074
576,2015-06-23,4158
576,2015-06-24,4936
576,2015-06-25,4538
576,2015-06-26,4926
576,2015-06-27,5739
576,2015-06-29,10540
576,2015-06-30,10659
576,2015-07-01,8784
576,2015-07-02,8686
576,2015-07-03,7730
576,2015-07-04,5471
576,2015-07-06,6087
576,2015-07-07,5158
576,2015-07-08,5662
576,2015-07-09,6016
576,2015-07-10,5160
576,2015-07-11,6335
576,2015-07-13,10122
576,2015-07-14,8512
576,2015-07-15,8439
576,2015-07-16,7837
576,2015-07-17,6262
576,2015-07-18,6272
576,2015-07-20,6124
576,2015-07-21,4402
576,2015-07-22,4108
576,2015-07-23,4300
576,2015-07-24,5056
576,2015-07-25,5148
576,2015-07-27,9550
576,2015-07-28,7359
576,2015-07-29,7228
576,2015-07-30,6691
576,2015-07-31,9123
577,2015-05-22,4420
577,2015-05-23,3828
577,2015-05-26,4758
577,2015-05-27,4167
577,2015-05-28,4559
577,2015-05-29,5480
577,2015-05-30,4322
577,2015-06-01,5597
577,2015-06-02,3782
577,2015-06-03,5132
577,2015-06-04,5812
577,2015-06-05,5937
577,2015-06-06,3539
577,2015-06-08,4764
577,2015-06-09,3845
577,2015-06-10,3862
577,2015-06-11,4665
577,2015-06-12,4969
577,2015-06-13,4059
577,2015-06-15,6301
577,2015-06-16,5661
577,2015-06-17,4340
577,2015-06-18,4480
577,2015-06-19,5075
577,2015-06-20,3254
577,2015-06-22,3997
577,2015-06-23,3624
577,2015-06-24,3949
577,2015-06-25,3327
577,2015-06-26,4113
577,2015-06-27,4085
577,2015-06-29,6639
577,2015-06-30,7225
577,2015-07-01,5951
577,2015-07-02,5425
577,2015-07-03,6009
577,2015-07-04,4822
577,2015-07-06,4988
577,2015-07-07,4700
577,2015-07-08,4248
577,2015-07-09,4358
577,2015-07-10,4513
577,2015-07-11,4037
577,2015-07-13,7023
577,2015-07-14,5950
577,2015-07-15,6078
577,2015-07-16,5382
577,2015-07-17,5514
577,2015-07-18,4371
577,2015-07-20,4897
577,2015-07-21,3971
577,2015-07-22,3823
577,2015-07-23,4010
577,2015-07-24,4292
577,2015-07-25,3931
577,2015-07-27,6117
577,2015-07-28,5303
577,2015-07-29,5163
577,2015-07-30,4061
577,2015-07-31,7292
578,2015-06-02,11045
578,2015-06-03,10717
578,2015-06-04,9745
578,2015-06-05,11015
578,2015-06-06,9517
578,2015-06-07,5171
578,2015-06-08,9792
578,2015-06-09,8505
578,2015-06-10,8004
578,2015-06-11,8149
578,2015-06-12,7738
578,2015-06-13,10223
578,2015-06-14,6453
578,2015-06-15,11947
578,2015-06-16,10009
578,2015-06-17,9876
578,2015-06-18,9657
578,2015-06-19,10111
578,2015-06-20,8980
578,2015-06-21,5332
578,2015-06-22,9222
578,2015-06-23,7955
578,2015-06-24,7158
578,2015-06-25,7182
578,2015-06-26,8304
578,2015-06-27,8798
578,2015-06-28,5726
578,2015-06-29,13345
578,2015-06-30,12837
578,2015-07-01,12571
578,2015-07-02,12157
578,2015-07-03,12648
578,2015-07-04,9817
578,2015-07-05,4980
578,2015-07-06,13006
578,2015-07-07,9727
578,2015-07-08,10330
578,2015-07-09,10627
578,2015-07-10,8706
578,2015-07-11,10072
578,2015-07-12,6933
578,2015-07-13,15426
578,2015-07-14,12406
578,2015-07-15,10848
578,2015-07-16,11751
578,2015-07-17,10894
578,2015-07-18,11291
578,2015-07-19,7707
578,2015-07-20,11050
578,2015-07-21,9495
578,2015-07-22,9966
578,2015-07-23,10466
578,2015-07-24,9379
578,2015-07-25,10119
578,2015-07-26,6685
578,2015-07-27,16584
578,2015-07-28,12891
578,2015-07-29,13417
578,2015-07-30,12541
578,2015-07-31,13399
579,2015-05-21,8429
579,2015-05-22,7415
579,2015-05-23,8079
579,2015-05-26,7276
579,2015-05-27,6307
579,2015-05-28,6094
579,2015-05-29,8827
579,2015-05-30,8961
579,2015-06-01,14339
579,2015-06-02,11169
579,2015-06-03,10148
579,2015-06-05,10094
579,2015-06-06,7309
579,2015-06-08,6675
579,2015-06-09,5820
579,2015-06-10,6431
579,2015-06-11,6668
579,2015-06-12,6142
579,2015-06-13,7882
579,2015-06-15,11941
579,2015-06-16,8816
579,2015-06-17,8505
579,2015-06-18,8556
579,2015-06-19,8171
579,2015-06-20,7664
579,2015-06-22,6006
579,2015-06-23,6073
579,2015-06-24,5442
579,2015-06-25,5010
579,2015-06-26,5701
579,2015-06-27,7571
579,2015-06-29,11242
579,2015-06-30,12801
579,2015-07-01,9383
579,2015-07-02,7997
579,2015-07-03,8832
579,2015-07-04,6590
579,2015-07-06,7962
579,2015-07-07,6188
579,2015-07-08,6966
579,2015-07-09,6955
579,2015-07-10,6092
579,2015-07-11,6569
579,2015-07-13,11982
579,2015-07-14,9321
579,2015-07-15,8742
579,2015-07-16,8233
579,2015-07-17,7063
579,2015-07-18,7783
579,2015-07-20,7319
579,2015-07-21,6063
579,2015-07-22,5700
579,2015-07-23,5756
579,2015-07-24,6097
579,2015-07-25,6744
579,2015-07-27,10482
579,2015-07-28,9007
579,2015-07-29,8186
579,2015-07-30,8129
579,2015-07-31,9654
580,2015-05-22,9779
580,2015-05-23,8237
580,2015-05-26,9397
580,2015-05-27,8946
580,2015-05-28,8697
580,2015-05-29,11343
580,2015-05-30,10690
580,2015-06-01,13830
580,2015-06-02,9953
580,2015-06-03,10096
580,2015-06-04,11607
580,2015-06-05,10149
580,2015-06-06,8904
580,2015-06-08,10838
580,2015-06-09,8827
580,2015-06-10,8633
580,2015-06-11,9059
580,2015-06-12,8089
580,2015-06-13,8552
580,2015-06-15,11728
580,2015-06-16,10907
580,2015-06-17,9739
580,2015-06-18,9589
580,2015-06-19,9396
580,2015-06-20,8782
580,2015-06-22,9366
580,2015-06-23,8594
580,2015-06-24,8486
580,2015-06-25,8337
580,2015-06-26,9382
580,2015-06-27,8094
580,2015-06-29,11478
580,2015-06-30,13094
580,2015-07-01,12123
580,2015-07-02,11410
580,2015-07-03,9616
580,2015-07-04,6918
580,2015-07-06,10300
580,2015-07-07,9284
580,2015-07-08,9668
580,2015-07-09,8280
580,2015-07-10,10594
580,2015-07-11,9145
580,2015-07-13,12022
580,2015-07-14,11861
580,2015-07-15,11037
580,2015-07-16,10705
580,2015-07-17,10802
580,2015-07-18,7151
580,2015-07-20,10552
580,2015-07-21,9015
580,2015-07-22,8894
580,2015-07-23,7838
580,2015-07-24,7783
580,2015-07-25,8149
580,2015-07-27,10848
580,2015-07-28,9580
580,2015-07-29,9214
580,2015-07-30,8995
580,2015-07-31,12253
581,2015-05-21,4987
581,2015-05-22,5833
581,2015-05-23,2577
581,2015-05-26,5151
581,2015-05-27,4466
581,2015-05-28,4341
581,2015-05-29,5358
581,2015-05-30,3035
581,2015-06-01,8807
581,2015-06-02,7596
581,2015-06-03,6787
581,2015-06-05,6615
581,2015-06-06,2912
581,2015-06-08,5336
581,2015-06-09,4364
581,2015-06-10,4310
581,2015-06-11,4358
581,2015-06-12,4230
581,2015-06-13,2089
581,2015-06-15,7745
581,2015-06-16,7371
581,2015-06-17,5855
581,2015-06-18,5527
581,2015-06-19,5141
581,2015-06-20,2277
581,2015-06-22,4165
581,2015-06-23,4052
581,2015-06-24,3548
581,2015-06-25,3567
581,2015-06-26,3985
581,2015-06-27,1842
581,2015-06-29,8883
581,2015-06-30,8351
581,2015-07-01,7106
581,2015-07-02,5360
581,2015-07-03,5813
581,2015-07-04,2488
581,2015-07-06,4960
581,2015-07-07,4173
581,2015-07-08,3946
581,2015-07-09,4553
581,2015-07-10,3612
581,2015-07-11,2437
581,2015-07-13,8446
581,2015-07-14,7291
581,2015-07-15,6708
581,2015-07-16,6143
581,2015-07-17,5799
581,2015-07-18,2450
581,2015-07-20,4607
581,2015-07-21,4054
581,2015-07-22,3646
581,2015-07-23,4564
581,2015-07-24,3851
581,2015-07-25,2183
581,2015-07-27,8866
581,2015-07-28,7771
581,2015-07-29,6200
581,2015-07-30,5747
581,2015-07-31,6455
582,2015-05-21,8305
582,2015-05-22,7121
582,2015-05-23,5210
582,2015-05-26,6639
582,2015-05-27,5547
582,2015-05-28,6505
582,2015-05-29,7089
582,2015-05-30,6291
582,2015-06-01,10255
582,2015-06-02,9912
582,2015-06-03,9093
582,2015-06-05,9933
582,2015-06-06,5092
582,2015-06-08,6786
582,2015-06-09,6757
582,2015-06-10,5496
582,2015-06-11,5969
582,2015-06-12,5745
582,2015-06-13,5554
582,2015-06-15,10462
582,2015-06-16,9243
582,2015-06-17,8362
582,2015-06-18,5781
582,2015-06-19,7641
582,2015-06-20,4974
582,2015-06-22,5199
582,2015-06-23,5287
582,2015-06-24,5361
582,2015-06-25,5841
582,2015-06-26,5594
582,2015-06-27,4872
582,2015-06-29,11082
582,2015-06-30,8638
582,2015-07-01,8152
582,2015-07-02,5697
582,2015-07-03,5551
582,2015-07-04,4010
582,2015-07-06,5285
582,2015-07-07,4763
582,2015-07-08,5582
582,2015-07-09,5180
582,2015-07-10,5612
582,2015-07-11,4045
582,2015-07-13,8816
582,2015-07-14,8329
